10000 16666
3335 8888 1
737 8945 5
410 6400 1
558 6037 4
247 1433 3
5144 8953 9
1128 7579 9
7889 7855 4
7042 5883 1
8349 2193 1
9184 5671 7
983 9665 1
8410 7781 3
1469 331 1
1025 2151 3
3209 8826 7
3562 621 2
2779 3090 1
9183 5025 3
9847 7856 1
2044 9169 2
5815 9474 1
9733 4305 2
6753 7953 5
6301 1809 1
2640 89 3
114 6661 3
2276 8411 7
2962 2688 6
2360 5915 1
1587 2598 9
9543 9126 9
3387 7591 5
4678 5761 7
1545 3691 3
1018 391 5
3353 673 5
8840 5711 6
2280 3229 2
8364 7541 1
1504 6409 2
971 2009 1
3835 4765 5
9466 8953 3
6274 4621 3
8269 3097 1
8055 4131 2
7335 5860 9
4597 1441 10
650 5293 1
70 8411 3
6644 1426 1
3706 7757 1
7416 2395 2
3716 1393 6
9322 3273 3
938 4605 10
8360 5451 1
6680 4811 5
1985 5669 1
2216 7581 3
3037 6111 1
818 7771 7
3091 3449 1
3392 217 4
897 1676 1
9438 9156 6
5876 2441 3
1552 6601 8
7019 8639 1
7199 1513 9
8742 5945 1
2160 3462 3
5738 6347 6
1806 8852 6
2103 3282 3
6902 8905 7
9873 2967 6
5574 8305 5
512 6161 9
9618 4201 1
9435 6897 1
542 55 10
1503 7936 6
4508 2897 9
5495 5474 3
1140 441 6
9084 9521 1
3537 9605 8
9012 2025 3
5351 9377 3
7580 6449 3
473 1491 1
3591 1089 10
4497 1721 9
1738 4537 3
9298 4295 7
7739 4806 4
3387 8275 7
4934 3721 9
1227 5951 1
4086 4467 5
9491 793 3
6469 6290 9
9648 1393 1
9067 5217 5
1520 4303 5
4059 4751 5
3173 544 6
363 7033 1
2936 7601 5
6012 196 4
4301 3405 9
9667 7469 1
6781 4097 10
7324 1481 1
8410 2241 9
6213 7974 6
9074 1279 1
4981 9701 1
6060 8975 5
6837 3481 1
4014 5273 1
7715 3803 1
560 4959 1
5753 2559 5
3589 5505 1
4455 5997 1
9362 1141 5
3941 4318 2
7580 6721 9
1463 7025 9
7235 6759 6
935 5933 1
988 3618 3
8599 1118 1
13 4701 5
4066 9322 1
3205 6612 6
4443 3595 7
6892 3216 5
7789 8197 7
5503 466 5
420 2077 2
1739 4225 3
2885 5999 3
692 9241 10
2745 4831 7
1117 7401 9
3839 4197 9
7347 2193 9
4116 2013 7
2677 5 1
1683 2980 6
3740 6669 9
1411 7125 3
5339 7296 6
6385 443 7
1798 701 10
1527 9545 5
8670 8373 9
3929 3050 5
1271 9421 2
385 8325 9
7811 7134 1
4059 8485 1
6032 7513 7
9750 5153 4
8 729 5
4595 4311 7
5036 8993 8
5171 5364 3
4965 526 1
4960 9662 6
712 9989 1
8630 8721 7
3740 901 1
5506 7831 2
847 3673 1
3744 6637 7
2560 5238 2
3915 1513 3
4098 9376 3
6773 1847 9
1102 8750 7
3343 490 3
4278 282 5
4386 321 5
1307 4419 2
7374 4569 3
9907 7593 5
2243 9073 4
92 3426 5
3616 861 1
1239 6021 9
6890 3145 1
9918 9276 1
9656 9179 3
8043 5841 2
9966 5285 9
5871 6101 2
9853 1491 3
19 8251 3
2092 8721 5
4909 4260 9
9759 6836 6
6950 7877 5
2489 6897 3
2662 2984 1
7657 679 9
3531 2785 5
639 1094 10
6446 9081 8
5615 1023 9
9885 9532 1
9243 3648 6
1577 3985 1
3108 3103 5
9341 2213 5
3688 1703 1
3783 4929 1
7696 66 1
2051 505 6
9645 3830 3
5398 7653 8
4913 8967 1
8815 7794 3
750 3671 3
3139 1721 9
5255 6430 7
9880 1823 7
8637 7161 2
4301 4061 9
3784 5296 1
7704 1729 7
3840 4071 9
2482 2280 6
6159 8231 7
1567 2659 7
4549 9471 9
3248 5889 2
80 7546 1
3009 9245 7
9310 2646 5
6293 399 9
5562 9219 10
5357 4275 9
5270 4129 5
6718 2741 7
2887 2557 1
4939 2281 7
4427 1665 1
4352 9493 7
1451 9445 5
8663 9051 2
8436 7327 6
4370 3595 1
2739 2059 1
2843 657 1
389 2045 5
4498 1063 4
3658 3593 1
4214 7765 9
817 6701 3
3680 6617 4
3581 2659 1
722 617 1
8692 8523 1
7877 145 2
6230 5961 4
8994 8113 6
2596 8627 1
2668 6037 1
4584 9286 7
1491 8396 5
6661 7818 2
6873 8129 2
6233 2018 2
3366 3683 3
529 601 5
2960 7114 3
864 5736 1
8419 2135 10
3963 7353 10
8992 2515 3
6508 7065 5
1579 5829 6
2335 801 1
9087 4797 7
8790 7345 1
2942 8889 1
8690 7521 8
4890 2401 1
6408 2922 10
8299 2732 1
268 933 6
3296 597 5
1636 9306 4
9829 9231 7
332 4945 1
9885 5705 9
2382 5553 6
853 756 5
9821 2193 1
3585 389 3
1313 8610 3
3336 3736 9
3916 3461 6
441 5498 5
3511 7171 6
7478 5249 7
6455 975 4
587 782 6
4458 5131 7
6205 34 7
332 376 5
5837 6533 7
3978 5320 3
7596 4786 7
187 635 9
1633 5766 3
547 8669 1
3505 2406 3
405 6941 5
9265 893 9
2098 4101 1
9750 6745 9
6273 2921 8
454 721 9
8951 8560 10
7420 5699 3
9772 2857 9
1024 2513 6
7687 6281 9
8538 9154 5
1357 126 9
9996 3871 1
9039 3351 4
8577 7027 5
9064 3490 1
2343 9755 4
1468 2451 9
5575 2900 3
3066 284 5
8402 2972 1
3989 1867 1
5260 8812 5
8558 5349 10
8766 4031 5
7676 259 1
4741 7997 3
612 5233 1
3931 3925 8
6684 2841 7
4218 9324 1
4246 2642 7
6043 5881 4
5831 5799 6
5432 1625 5
1960 2150 7
7878 1761 1
2140 7686 3
2135 4251 9
7394 1990 7
5664 5986 9
4276 79 1
4671 9321 8
3644 6591 3
227 6353 5
6500 906 9
5124 8099 6
6167 304 7
8276 6617 1
1540 2791 6
3391 9089 1
1941 7973 5
3129 3441 5
2826 4174 1
1106 7306 3
6879 7007 2
1379 5441 6
8465 6566 1
4717 1764 5
3211 966 6
7023 965 4
2493 5049 1
2424 1450 6
9803 7981 5
4472 3316 1
7112 5369 9
9829 1275 1
8814 9575 10
9866 7297 1
3940 2077 3
3749 9666 5
6298 3131 7
3477 9329 1
1673 1380 7
1670 3415 7
871 9345 1
6784 9629 1
9001 8715 3
9624 5743 6
7060 6211 1
8426 329 1
2008 3495 6
7661 6581 7
1229 1509 7
9374 1089 1
8544 4877 9
9068 9103 5
868 2379 1
7811 2481 9
1275 4978 6
3585 4153 8
4382 7017 4
9517 1089 6
323 8903 4
333 4905 4
5071 211 1
2082 2071 1
1532 1401 4
678 6673 3
114 3521 1
5051 6093 6
9727 2801 5
8388 7158 3
1228 6041 1
5493 9895 4
3635 3591 5
8792 2305 8
7372 8826 4
8758 6200 1
6050 3351 9
4540 9977 1
7678 3251 3
2344 7878 4
199 4054 3
5287 1487 5
7908 4721 1
320 7359 3
1068 3804 1
8486 8285 7
9114 732 9
831 1172 7
2307 25 1
5811 5575 5
1847 885 3
2954 4041 1
6217 5473 8
588 210 1
3127 9117 1
9560 2401 1
11 331 3
8673 6331 4
6494 2335 5
84 3973 1
2279 7026 1
4279 1129 3
1102 9653 10
2038 8298 1
2766 1416 7
7059 9185 1
6717 8411 1
3299 5217 7
3799 1613 5
8218 3181 2
1444 7898 1
9422 5007 9
2193 9193 5
7054 9764 1
4970 845 8
2310 1835 5
5551 5481 7
46 4783 8
5198 5845 1
6193 7831 8
9712 6513 1
5605 805 1
7712 323 7
123 7959 1
7711 757 1
9883 8277 9
1005 3411 3
1170 213 8
5325 7577 1
5310 2884 1
3348 5764 1
8285 2053 7
8595 9221 1
3727 6649 10
7259 3381 3
3692 6841 10
2477 7526 1
3182 6269 1
8715 4947 3
1374 279 2
7325 663 1
4666 4672 7
6387 2470 6
444 3101 1
4011 5395 9
649 6017 3
8736 3041 8
6257 2263 1
9069 1961 3
3682 9661 3
4900 5385 7
3771 1115 7
9538 9881 5
2170 5589 1
4518 8877 3
3047 5101 5
4820 7287 6
9173 9741 5
4489 3478 6
878 2417 6
3414 6497 9
1863 7757 1
1621 5716 7
8083 7725 3
2197 513 5
8466 8057 5
9286 4069 7
96 7133 7
9722 3525 1
7530 4026 3
2977 3591 8
9837 7993 6
7692 9801 7
1354 6618 1
7518 9929 1
7556 4801 9
8275 2033 9
9848 1351 1
9488 6427 1
4457 3254 9
7682 5381 3
4003 2353 1
9683 4661 9
1336 4471 3
7705 2253 10
4471 455 1
554 9086 1
1899 8033 1
6441 5645 7
4691 2131 4
2503 4261 1
5019 7451 1
3433 867 1
4531 3193 7
7327 5230 5
432 3359 4
3969 8121 4
2143 7102 1
969 6157 1
142 8595 1
8826 646 4
1197 5921 9
7400 2705 6
3571 823 8
6685 9630 2
6077 8136 7
5656 4162 3
388 8645 5
85 2828 1
4081 6149 7
6553 9021 5
7840 7159 5
6366 823 1
8508 4325 5
4219 6415 5
6514 1993 1
12 1057 3
633 7759 1
1577 8483 1
9637 3681 3
6448 8751 9
4456 3349 3
4941 9199 9
10 1577 1
5488 8101 1
3545 4590 9
6398 1587 2
3162 5126 3
8025 9269 1
9778 1725 6
7345 4736 9
3509 4586 1
6478 8361 1
4493 9476 1
9174 1826 3
8520 6686 1
2612 6051 5
7936 497 1
1705 9129 9
4589 4607 1
2175 4353 1
4611 4581 3
2599 8266 1
8736 1596 9
3851 2177 7
8877 2912 7
4924 2186 3
5259 2144 1
6723 9817 7
4234 2849 1
2431 1744 6
9940 3429 3
5223 513 7
2923 2241 10
9574 3026 1
900 4641 7
3786 7809 7
1047 3631 2
4477 8213 1
3532 2704 1
2649 9374 1
8698 1968 1
1353 5393 1
4433 8589 3
5958 3734 5
4147 9313 1
3200 9200 6
6425 125 9
1772 1953 5
9887 9451 3
2775 1053 6
8782 7276 7
5092 7284 1
1397 4266 4
1525 7137 2
3974 1248 10
2859 7989 1
9654 797 9
9908 7921 5
720 459 1
6617 1817 6
1500 4449 10
7276 7985 7
5448 5289 5
6299 6025 6
8640 89 4
4863 6501 3
4433 9905 1
2705 6125 1
4908 1489 3
2949 530 1
9956 5695 3
4207 1446 3
2235 8589 5
5571 4376 9
1021 8433 3
3520 9668 1
127 2401 3
7549 9431 6
6779 7143 9
2490 6302 7
9430 1126 1
3815 2257 7
7041 3465 5
1673 6871 9
8818 7701 1
94 8464 2
2421 1975 6
8100 1739 1
3884 5031 1
4987 7817 7
5508 5869 9
5972 4776 6
8778 4152 4
3005 384 1
8144 317 7
6938 5313 10
6842 9585 5
9768 1051 3
9983 2033 10
195 5637 9
3184 7647 1
9241 1381 9
3185 6295 1
7063 6901 1
1252 7997 9
3911 3810 1
2655 5353 3
9299 9965 5
7353 1211 1
1077 717 9
4605 9762 3
1982 3902 10
740 1557 1
482 7437 6
4504 5826 9
8810 6033 5
5545 313 2
5220 2057 2
1689 1348 6
1558 808 9
5325 8289 9
3245 1705 5
116 6228 9
9854 7041 1
3866 5539 1
3385 9847 5
2511 7255 9
2462 4883 2
870 2721 4
107 7131 1
6128 8129 1
4141 6273 8
9291 2661 5
2042 9025 6
4230 3872 7
4256 8065 6
5901 1270 10
4315 6758 6
1622 2737 7
7451 5101 5
1456 9897 1
2504 4801 10
6129 5898 1
2483 5346 1
9434 4583 1
2437 6549 7
8666 3381 5
4984 1395 1
1077 8433 8
6189 8651 10
4516 2109 1
9431 1129 5
166 6588 5
2406 5690 6
7737 4766 6
4364 3563 4
5334 6825 1
752 8951 1
8339 997 2
1438 1161 9
8595 2426 3
8216 9346 1
7532 8857 4
1988 8986 4
367 8407 7
2014 731 5
9599 5433 7
6468 7853 9
6751 1821 1
5241 8101 5
6311 3813 1
2544 8474 5
2410 5196 10
429 7125 1
6703 6157 1
9003 1623 3
1540 1880 9
5767 5876 1
3230 929 1
2827 6003 10
3724 909 8
2365 9703 5
79 3193 1
9137 91 2
5173 842 1
9101 4041 1
6945 85 5
9944 6041 8
4271 906 8
7650 1923 9
9791 325 6
3696 5560 3
8051 2426 5
7108 8409 10
7559 4441 7
8336 1277 1
5573 2489 9
8298 3553 5
9721 8184 1
7003 5555 5
9737 5738 3
276 9376 9
7631 6472 9
7739 9976 1
1780 2961 6
8663 1641 7
5879 8907 2
1519 8405 6
7008 8607 1
5276 2911 1
7844 5419 3
6637 4696 5
4696 1193 1
3648 8259 9
107 3913 7
2152 5751 9
2233 3226 3
562 4638 5
7494 1619 6
220 9766 9
7766 3167 1
1250 5373 1
4691 4797 3
9495 2906 1
1951 7117 7
4513 76 1
3727 9296 5
8522 660 5
3214 597 1
2571 9041 4
1315 8913 3
3456 9719 6
2163 3131 6
2070 6857 1
6099 5729 4
2630 545 1
1080 7713 1
3492 169 3
348 8141 5
7458 6226 9
3573 8174 10
2528 2033 7
2810 7899 7
1688 431 1
8204 5 1
214 8379 2
259 4999 5
4015 2428 1
876 4209 6
6046 2608 8
5797 49 9
9563 6929 7
3919 5021 7
2483 6137 2
4727 2873 5
3861 1935 6
1916 2019 9
5134 3437 3
3984 8166 1
582 1691 7
6054 6399 3
7494 161 1
8534 5093 1
999 137 3
3137 9585 9
4380 329 7
2917 8223 6
6943 7824 1
824 7121 5
5029 3839 5
3883 562 8
718 9186 1
2271 3802 7
6034 6299 10
7273 7111 8
7102 7801 1
5926 3883 2
9846 3653 7
9025 7129 4
6577 1071 6
4620 4376 1
3901 2626 9
7511 7132 3
1297 7969 9
3 3247 5
754 8104 6
17 5651 8
3394 865 10
7808 8897 6
9593 3080 4
1303 3053 7
8667 9827 1
4909 7121 7
1307 1419 5
4284 4303 5
8290 1929 1
432 6225 7
9610 3746 5
6747 6422 6
4504 8126 5
5261 5937 1
5422 2373 4
1078 2853 7
2358 2684 3
2222 3456 5
626 4779 8
4244 3229 9
3408 2479 9
64 6292 7
9697 8513 1
286 5911 9
5394 7545 7
5913 9859 2
9847 7482 9
5980 3633 7
310 4457 6
3607 351 10
5951 6274 1
840 2673 1
5886 7321 1
1360 2891 6
1777 2988 1
6682 484 1
204 9897 4
3169 5463 10
4156 1411 1
3858 4769 5
9906 1464 5
4663 4481 3
5365 4065 9
5184 9607 1
3605 2861 1
4574 112 2
339 4417 5
1526 7031 5
3602 1075 8
197 2531 6
3775 2921 7
7341 2057 1
5861 1481 9
7047 8347 5
1726 81 1
156 8193 1
9230 9481 5
3008 3978 9
5164 7151 9
4131 5562 3
3183 3985 1
542 5431 3
3061 4491 1
9689 1901 4
1122 1841 4
6379 8446 5
8726 3873 7
1002 8621 1
5676 9033 5
3900 9547 1
8707 5960 3
1725 5817 1
4522 7021 1
26 5989 3
1466 4551 7
1856 1026 4
7014 5609 9
4644 7596 2
18 3815 10
8022 476 6
3351 287 3
4177 6272 5
8191 2587 9
5915 5882 7
4498 8454 7
6338 609 4
3185 3273 7
3023 7484 9
1762 3239 3
8072 4201 6
7265 5798 1
5718 1185 1
2337 846 2
7298 5718 6
9279 861 5
4050 2977 9
4651 6172 3
9165 8933 1
7746 643 9
6073 1621 5
166 96 5
5650 2361 9
1297 3334 7
1953 2870 5
2508 1666 7
2755 5283 1
6685 4413 3
2060 476 7
547 3922 2
3800 9746 5
3668 409 7
9256 7475 1
3835 5451 5
3927 2215 2
5242 6073 1
6259 9639 1
9032 4376 9
3796 3656 8
2107 5966 9
3114 5633 3
6189 3269 1
3279 2060 7
137 5661 6
3952 3081 1
3060 4476 9
2894 2571 7
1922 8128 3
7114 2091 10
129 42 10
5579 8209 3
3424 7539 9
1789 1679 6
7459 7073 3
3273 818 7
8721 7731 1
1741 4237 1
8902 9583 7
1339 9393 5
1405 4577 5
4088 6716 7
5955 7637 1
7068 5717 3
27 4213 6
7559 6641 7
468 6039 10
931 2269 4
2 8141 7
383 7325 10
1615 2876 2
8978 2099 1
41 916 5
2174 4226 3
2116 9473 2
6061 3008 10
1095 7633 1
855 319 1
6221 7265 9
8634 4189 3
3758 1529 3
7477 1307 9
4029 2011 1
3380 9889 1
6417 6266 7
5666 909 2
2693 2029 6
5583 645 5
3888 8017 1
5908 4733 1
4940 5457 7
4532 2593 5
1584 8897 5
3999 5911 9
6517 4876 1
6554 6049 9
5184 3561 10
3589 7139 7
2735 8796 6
3775 3853 9
9018 3791 1
1362 9526 5
7980 751 4
7410 9349 7
9759 709 9
8729 4345 1
3816 9297 6
2168 441 6
9473 6257 1
2024 4545 3
6490 4483 1
2804 6293 1
6196 5432 6
2722 8056 9
552 7537 1
4896 1927 1
3073 8746 1
8099 6659 1
787 4889 6
7705 3089 5
2532 4412 7
6235 5127 7
6149 7956 5
8177 676 4
8959 7493 4
1761 8113 7
26 5989 3
4198 9035 1
2479 2343 1
8122 9582 5
7996 731 1
36 3065 4
4212 2937 5
452 9439 5
5340 4288 3
3737 6616 7
5093 6490 5
2554 9492 7
3989 8081 7
1325 2349 5
2264 6661 1
7520 5787 10
6979 7985 8
8715 1386 7
2566 8987 1
7977 731 7
1701 3775 9
8783 7729 7
5775 5218 1
1475 9261 2
7003 3796 3
134 7386 4
1786 854 5
3119 3340 1
2464 4474 1
867 6833 1
9767 8707 3
2583 650 7
246 9393 7
3078 9056 9
7316 5630 5
5252 1536 9
1943 7870 1
2478 6441 1
2872 5743 6
970 8357 7
7794 9557 9
5564 697 5
5884 9897 7
3716 1474 7
6485 2914 9
3958 841 7
8732 8188 1
50 621 8
7069 2757 8
6317 8437 1
9188 4745 7
6563 9345 9
1898 9899 1
6912 4845 1
3719 7431 1
3693 4451 3
5925 1495 8
7423 7541 1
9320 7991 3
8701 4417 7
5546 1948 9
5984 3489 5
6406 8713 3
276 169 1
5689 993 7
3 7911 3
4960 8296 7
8532 9761 1
5163 7693 7
408 6172 1
5588 6939 5
2981 7110 2
2210 609 3
9476 1029 3
6912 9426 1
3207 7686 7
8270 8827 3
2127 4371 5
3441 9641 7
6844 9301 3
5247 1789 1
348 3099 1
8483 8369 1
6267 1905 1
6481 5381 5
3667 6641 5
9090 4825 3
96 7378 7
7412 8145 2
929 5833 5
9289 6463 2
875 76 1
30 6495 1
3297 6863 2
2800 2366 7
8893 8021 5
1808 8235 8
8382 4461 7
4287 3903 3
4660 7249 9
9216 1851 5
1251 2641 8
7203 9219 1
5042 1771 2
4222 6702 1
650 1567 1
5523 335 6
5457 7103 6
7 3573 6
1073 3676 1
1081 2450 4
2746 6626 5
7976 5243 7
5292 149 1
3489 6228 5
2799 2957 3
6579 5009 1
1555 2601 9
796 9385 1
3875 3951 1
2189 3985 1
5422 3527 6
6163 5113 5
5009 9833 5
907 8183 5
3583 6861 9
6793 9371 7
5846 8411 3
4415 3596 2
3346 1625 3
4032 9541 1
5006 1126 5
9102 2473 1
440 9281 8
9613 473 1
1118 1873 1
3846 411 7
5972 2983 1
4543 2109 9
6952 837 1
8098 189 7
6325 4373 1
7365 2121 5
434 2374 3
9908 2697 9
5738 1617 1
4756 2029 2
9038 5339 1
6676 3291 9
3657 5191 9
8227 967 1
2117 6551 5
3964 371 7
5670 6303 5
5097 9553 7
6297 7975 1
8122 9910 8
377 323 5
5592 4173 7
4716 4532 3
2403 9138 2
4933 7203 5
7687 6569 7
8658 7961 1
6468 2966 7
8536 7311 5
923 2817 3
5423 6451 6
8886 7897 1
509 5361 10
3946 8733 7
1059 9543 4
8438 8849 1
593 429 1
3513 4237 9
4629 7553 3
636 7896 5
1922 3367 5
7649 9931 7
8956 97 9
4750 7376 1
5675 5602 9
7791 1889 5
9979 4381 1
573 3627 7
1158 8563 1
5018 1735 9
7787 1588 1
3321 9193 1
9755 816 5
9109 9561 1
8222 2780 7
8302 2761 4
2611 1149 1
9125 9609 7
9579 773 1
6920 1421 3
811 8865 1
5574 7657 1
4823 8978 1
8063 4355 9
526 8483 9
6959 7633 5
8708 4529 7
938 7390 1
4019 8886 9
3398 4384 7
6128 4233 1
3592 8833 8
1057 2191 7
56 238 6
7194 7513 1
2831 2521 4
6926 6929 7
8855 9189 5
4397 2587 10
8227 4898 3
1760 9890 1
389 4051 6
2957 715 5
6189 9513 1
428 8691 2
1379 7212 6
9606 7979 1
9106 2415 4
4832 3053 1
4120 6195 4
1712 705 6
1044 7579 9
5196 4112 9
1683 2803 3
3264 2269 7
5767 5609 4
8407 161 5
7094 923 9
2404 9777 5
7874 557 4
8417 2791 1
9237 3296 1
340 2510 8
1311 3695 7
2420 9081 6
214 6273 9
6351 5068 7
5438 2601 3
8741 6926 8
9194 1751 1
9783 4337 7
2656 2915 2
685 4611 1
7375 189 9
4106 6051 1
3087 1509 2
6421 6897 3
5903 4848 1
1099 6451 1
1393 6021 1
9081 1422 5
5568 3531 9
1422 2688 5
4449 8685 2
6299 5229 4
8360 1493 6
1284 651 8
9786 6547 7
2167 2193 7
3153 4871 9
6544 7668 1
2165 9787 5
5619 2465 8
764 2301 1
167 1261 9
7485 2476 3
9923 4721 7
6218 2851 7
4559 5451 9
1782 8046 9
6608 9741 6
2021 9409 1
175 7642 1
4276 1421 4
7352 1686 1
6109 2457 7
746 7281 1
2307 4581 1
3260 8907 4
832 9951 5
5884 9796 3
5698 6849 4
6400 6226 7
4258 4281 9
799 1205 5
1370 2531 9
9285 6131 6
4991 5262 1
2320 7298 10
6403 7583 1
2063 5119 1
922 4113 7
2165 7947 9
4964 4322 2
1637 2361 1
4712 9705 2
51 3734 5
9668 8305 1
2359 1981 6
3018 6943 9
7484 1187 8
109 3233 6
1183 7966 1
3419 4441 7
7878 4231 1
4522 5885 1
8702 7365 2
21 1721 1
6472 1801 3
1162 9294 7
7855 6554 8
5009 7156 6
8872 6533 8
253 17 1
5061 8026 7
2831 8481 4
5789 1673 8
3249 3941 7
7533 5037 9
2512 4093 1
7679 9279 10
3713 780 1
2090 7963 1
3463 9477 7
8823 3281 7
3371 4713 1
1645 37 1
1978 3590 7
2127 6429 1
5722 9233 9
7047 4649 7
5702 4717 7
2753 9991 9
2200 3923 7
1028 1641 1
779 3963 1
9586 5674 5
4557 9942 5
969 7839 3
6102 4619 6
3420 4197 1
3760 8186 1
1590 5781 4
7128 9269 7
2084 1009 6
2354 701 3
8424 692 5
4126 4233 9
4705 5084 7
1221 2735 1
1028 4131 1
9478 5792 8
4503 8651 8
5371 6703 1
228 7488 8
6868 3883 5
1494 3195 5
7148 4279 1
2073 8414 5
8353 8949 1
7787 4865 3
1529 2871 1
2098 8953 4
3382 5261 7
5419 5509 1
5277 685 1
1737 3271 3
9279 7466 1
7747 6219 10
1793 3491 1
5662 7696 1
8613 1207 4
3750 593 1
186 4662 7
2267 3770 3
568 7006 6
5336 6527 3
2798 3761 2
6938 5001 7
8490 1637 9
3727 2721 1
2775 9151 7
34 3745 1
4776 9352 5
4089 2711 1
7153 8373 1
5184 8549 7
1222 1231 5
7469 2446 7
7447 4660 6
5971 6031 5
3014 5676 3
1223 33 1
8083 5281 7
4412 9961 8
3787 2470 10
1660 3971 3
6014 716 4
3488 1441 7
9200 254 1
118 7964 7
9539 625 1
2232 7978 6
6347 1585 2
2753 353 1
8718 7161 1
2566 1491 9
4436 3956 6
2016 5461 3
4015 1819 4
2405 5805 7
3435 661 9
6478 7185 8
903 7205 6
4685 1569 2
2420 2931 8
2512 8123 9
498 5021 5
1312 8713 6
5153 539 1
2712 1036 1
8138 5109 2
1119 3489 5
5713 7065 5
5518 7761 6
7948 9393 1
2351 4471 4
7988 9807 5
4946 2189 4
4948 6507 1
2755 186 10
4693 6339 10
2316 2797 6
5645 8972 5
2279 7630 10
9843 6276 7
5467 3653 1
4976 1961 9
9879 3232 9
7740 1958 7
93 2797 7
46 843 5
5584 423 1
1926 4824 5
1378 8603 1
2544 2195 3
7312 505 9
2561 4997 5
2129 6841 1
337 6463 3
929 4004 6
6958 1071 3
870 3599 4
313 1577 5
1822 8273 7
1776 2124 1
8160 8820 8
3991 3217 2
4034 8851 8
843 461 1
5432 6814 3
614 7921 9
3379 6428 7
7837 3783 7
526 8577 5
3211 573 3
3061 9101 6
1123 2797 1
9663 2717 5
1180 4863 7
168 1204 10
7964 7348 9
2813 8629 3
7003 229 7
3609 4743 1
2572 4221 7
957 9297 8
8527 8435 1
9376 8805 7
7607 3480 9
6418 851 5
9491 3407 9
497 3207 8
7648 4725 5
1054 5978 6
5720 4113 7
6579 7277 9
7765 4575 6
6422 4569 9
4742 8528 1
1243 8657 9
8869 4620 1
3101 6273 10
842 6097 6
7602 6985 1
7462 9787 1
8603 2036 6
3742 8991 5
4651 9827 9
6652 1559 1
1224 1777 1
432 2169 7
3304 7344 1
3205 6843 7
5884 2597 7
3522 4745 1
4422 7089 1
4198 9801 1
340 4452 1
1078 6305 9
4008 3628 7
3210 1520 5
988 4445 1
6018 7937 7
7840 6151 7
3106 5475 6
1320 2834 3
8485 3545 1
4402 1293 5
4305 7401 9
1071 6694 3
6380 3663 8
1028 1496 1
3303 7025 9
8672 8994 1
4513 7771 1
5589 7646 5
3316 9083 1
3357 3911 3
3967 7381 1
3830 8919 7
300 3905 1
2623 649 1
4529 4307 1
8752 3361 1
6608 9507 9
3992 9169 7
4947 1377 3
4426 1978 1
1507 8161 1
5622 7509 1
1535 9502 1
9187 1881 1
3918 1229 9
4154 2512 1
6729 577 5
4492 4768 2
2143 1801 9
9496 6172 5
6413 7041 8
3911 6064 10
2104 2273 5
396 1919 7
5853 8817 1
8853 2487 5
3772 9491 6
1513 7079 3
6405 5281 6
4759 5196 7
283 6900 6
8647 3455 1
529 9261 1
4093 8220 1
7339 6051 5
6424 6781 6
3724 1759 9
349 9446 5
3946 9898 5
3284 7141 8
5264 4161 7
7586 7557 7
8439 7273 1
1890 9217 10
181 7757 6
129 913 1
4709 8076 8
6768 9005 1
6277 9955 9
8622 2651 1
3631 9627 5
6382 2387 7
4059 391 3
7744 5141 1
726 6017 3
1131 4181 1
4785 4696 3
9876 1738 1
3807 6126 5
8320 9327 6
6132 6152 9
894 3177 4
1154 4367 1
9684 7297 1
2283 49 9
5780 6818 9
6444 4106 9
4369 3050 1
5540 4671 7
5561 2925 5
8328 9715 2
7570 9061 6
5354 7473 3
5437 945 9
9699 6621 7
8232 862 6
1289 2883 4
7095 5121 8
8285 103 9
8560 5797 5
3033 3762 3
3800 7961 5
5951 9205 9
7151 3377 9
3280 9712 10
9936 9319 7
7623 1081 5
7729 8285 6
7548 689 3
8664 7585 1
4992 3257 3
8912 1031 1
7473 1843 3
1810 7895 6
5550 433 7
5878 1461 4
8065 9541 1
4072 7016 10
907 9396 10
2863 2205 7
571 2040 3
1457 6251 3
6127 599 1
121 7057 9
1992 8067 6
4588 9713 9
7663 7129 1
4736 2011 8
9423 5391 1
8286 4641 1
9879 8091 10
1538 565 4
5928 3595 1
7181 5922 9
5643 5973 9
1983 5753 7
2360 4892 5
3854 1917 5
4403 1484 7
348 6155 3
7225 3398 1
2664 9661 7
6819 1504 10
6742 723 3
2257 324 3
6329 4721 3
2342 1318 1
4275 4817 5
2254 3113 1
7794 4348 4
4227 289 3
6181 1993 9
5300 8978 5
6511 9071 9
9676 5068 7
4119 7287 1
2233 107 5
7815 6035 2
5978 3548 2
6013 2497 3
6493 511 5
2384 9101 3
1972 8368 2
375 2209 6
3048 6185 9
7039 4041 6
9815 3345 5
9956 2967 8
8164 1657 9
1423 9771 2
6035 237 1
6147 2737 7
7038 4971 1
3265 3851 3
5990 7121 9
3472 9557 6
3488 4233 1
4261 2981 3
1951 9580 7
930 8279 1
970 8233 9
6901 8071 5
1425 1366 1
1269 3405 3
9825 217 9
181 8329 6
4676 7793 1
33 9440 5
91 921 1
9971 2117 10
3788 8021 5
1925 3779 5
817 2281 1
51 9557 9
3359 6220 9
2465 2240 5
3443 4899 7
174 5431 1
1455 267 2
9555 9637 9
8968 2581 7
323 8081 9
8483 1613 1
5349 2234 5
2867 6929 8
7913 307 1
995 9929 9
3692 2688 6
6932 7897 1
2164 923 3
4611 1261 6
1942 5921 10
6683 9481 1
1403 5185 3
6085 4929 7
3281 3751 6
4280 3871 1
9859 8759 6
